Model,Scenario,Region,Variable,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150
GCAM4,ssp434,World,Emissions|CO2|MAGICC AFOLU,Mt CO2/yr,3517.44,3095.91213,2674.38426,2252.85639,1831.32852,1409.80065,1168.378526,926.9564014,685.5342771,444.1121528,202.6900285,-38.7320958,-280.1542201,-521.5763444,-762.9984687,-1004.420593,-1012.044017,-1019.66744,-1027.290864,-1034.914287,-1042.537711,-1050.161134,-1057.784558,-1065.407981,-1073.031405,-1080.654828,-1030.971603,-981.2883775,-931.6051523,-881.921927,-832.2387018,-782.5554765,-732.8722513,-683.189026,-633.5058007,-583.8225755,-319.4992118,-55.175848,209.1475158,473.4708795,737.7942433,1002.117607,1266.440971,1530.764335,1795.087698,2059.411062,2377.371063,2695.331064,3013.291065,3331.251066,3649.211067,3967.171068,4285.131069,4603.09107,4921.051071,5239.011072,5300.729985,5362.448898,5424.16781,5485.886723,5547.605636,5609.324549,5671.043462,5732.762374,5794.481287,5856.2002,5639.103613,5422.007026,5204.910438,4987.813851,4770.717264,4553.620677,4336.52409,4119.427502,3902.330915,3685.234328,3464.444266,3243.654205,3022.864143,2802.074081,2581.28402,2360.493958,2139.703896,1918.913834,1698.123773,1477.333711,1447.787037,1418.240363,1388.693688,1359.147014,1329.60034,1300.053666,1270.506992,1240.960317,1211.413643,1181.866969,1152.320295,1122.773621,1093.226946,1063.680272,1034.133598,1004.586924,975.0402495,945.4935752,915.946901,886.4002268,856.8535526,827.3068783,797.7602041,768.2135299,738.6668557,709.1201814,679.5735072,650.026833,620.4801587,590.9334845,561.3868103,531.8401361,502.2934618,472.7467876,443.2001134,413.6534392,384.106765,354.5600907,325.0134165,295.4667423,265.9200681,236.3733938,206.8267196,177.2800454,147.7333712,118.1866969,88.64002269,59.09334846,29.54667423,0
GCAM4,ssp434,World,Emissions|CO2|MAGICC Fossil and Industrial,Mt CO2/yr,35635.2863,36041.53282,36447.77934,36854.02586,37260.27238,37666.5189,37446.23901,37225.95913,37005.67924,36785.39936,36565.11947,36344.83958,36124.5597,35904.27981,35683.99993,35463.72004,34799.32446,34134.92887,33470.53329,32806.13771,32141.74213,31477.34654,30812.95096,30148.55538,29484.15979,28819.76421,27980.04687,27140.32953,26300.6122,25460.89486,24621.17752,23781.46018,22941.74284,22102.02551,21262.30817,20422.59083,19679.97298,18937.35513,18194.73728,17452.11943,16709.50158,15966.88373,15224.26588,14481.64803,13739.03018,12996.41233,12258.44364,11520.47495,10782.50626,10044.53757,9306.568886,8568.600197,7830.631508,7092.66282,6354.694131,5616.725442,4840.900907,4065.076371,3289.251836,2513.427301,1737.602765,961.7782302,185.9536949,-589.8708404,-1365.695376,-2141.519911,-2891.829014,-3642.138116,-4392.447219,-5142.756321,-5893.065424,-6643.374527,-7393.683629,-8143.992732,-8894.301834,-9644.610937,-10309.57776,-10974.54458,-11639.51139,-12304.47821,-12969.44503,-13634.41185,-14299.37867,-14964.34549,-15629.31231,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-16294.27913,-15968.39355,-15642.50796,-15316.62238,-14990.7368,-14664.85121,-14338.96563,-14013.08005,-13687.19447,-13361.30888,-13035.4233
GCAM4,ssp460,World,Emissions|CO2,Mt CO2/yr,39152.7263,39137.44546,39122.16462,39106.88378,39091.60294,39076.3221,39685.48122,40294.64034,40903.79946,41512.95858,42122.1177,42731.27681,43340.43593,43949.59505,44558.75417,45167.91329,45465.4145,45762.91571,46060.41693,46357.91814,46655.41935,46952.92056,47250.42177,47547.92299,47845.4242,48142.92541,48166.41962,48189.91383,48213.40803,48236.90224,48260.39645,48283.89066,48307.38487,48330.87907,48354.37328,48377.86749,48266.5348,48155.20211,48043.86943,47932.53674,47821.20405,47709.87136,47598.53867,47487.20599,47375.8733,47264.54061,47005.44456,46746.34851,46487.25246,46228.15641,45969.06036,45709.96431,45450.86826,45191.77221,44932.67616,44673.58011,43946.26611,43218.95211,42491.63812,41764.32412,41037.01012,40309.69612,39582.38212,38855.06813,38127.75413,37400.44013,36623.51085,35846.58156,35069.65228,34292.72299,33515.79371,32738.86443,31961.93514,31185.00586,30408.07657,29631.14729,28860.53356,28089.91984,27319.30611,26548.69238,25778.07865,25007.46493,24236.8512,23466.23747,22695.62375,21925.01002,21804.27148,21683.53295,21562.79441,21442.05588,21321.31734,21200.5788,21079.84027,20959.10173,20838.3632,20717.62466,20596.88612,20476.14759,20355.40905,20234.67051,20113.93197,19993.19344,19872.4549,19751.71636,19630.97783,19510.23929,19389.50075,19268.76222,19148.02368,19027.28515,18906.54661,18785.80807,18665.06954,18544.331,18423.59247,18302.85393,18182.11539,18061.37686,17940.63832,17819.89979,17699.16125,17578.42271,17457.68418,17336.94564,17216.20711,17095.46857,16974.73003,16853.9915,16733.25296,16612.51442,16491.77588,16371.03735,16250.29881,16129.56027,16008.82174,15888.0832
GCAM4,ssp460,World,Emissions|CO2|MAGICC AFOLU,Mt CO2/yr,3517.44,3095.91213,2674.38426,2252.85639,1831.32852,1409.80065,1364.80979,1319.81893,1274.82807,1229.837211,1184.846351,1139.855491,1094.864631,1049.873771,1004.882911,959.8920515,1015.029572,1070.167093,1125.304613,1180.442134,1235.579654,1290.717175,1345.854695,1400.992216,1456.129736,1511.267257,1513.086736,1514.906215,1516.725695,1518.545174,1520.364653,1522.184132,1524.003611,1525.823091,1527.64257,1529.462049,1517.664188,1505.866326,1494.068465,1482.270603,1470.472742,1458.67488,1446.877018,1435.079157,1423.281296,1411.483434,1366.675829,1321.868224,1277.060618,1232.253013,1187.445408,1142.637803,1097.830197,1053.022592,1008.214987,963.4073818,806.7656558,650.1239298,493.4822037,336.8404777,180.1987517,23.55702568,-133.0847003,-289.7264264,-446.3681524,-603.0098784,-710.4340006,-817.8581227,-925.2822449,-1032.706367,-1140.130489,-1247.554611,-1354.978734,-1462.402856,-1569.826978,-1677.2511,-1700.237468,-1723.223836,-1746.210204,-1769.196572,-1792.182941,-1815.169309,-1838.155677,-1861.142045,-1884.128413,-1907.114781,-1868.972485,-1830.83019,-1792.687894,-1754.545599,-1716.403303,-1678.261007,-1640.118712,-1601.976416,-1563.834121,-1525.691825,-1487.549529,-1449.407234,-1411.264938,-1373.122643,-1334.980347,-1296.838051,-1258.695756,-1220.55346,-1182.411165,-1144.268869,-1106.126573,-1067.984278,-1029.841982,-991.6996864,-953.5573908,-915.4150952,-877.2727995,-839.1305039,-800.9882082,-762.8459126,-724.703617,-686.5613213,-648.4190257,-610.2767301,-572.1344344,-533.9921388,-495.8498432,-457.7075476,-419.5652519,-381.4229563,-343.2806607,-305.138365,-266.9960694,-228.8537738,-190.7114782,-152.5691825,-114.4268869,-76.28459126,-38.14229563,0
GCAM4,ssp460,World,Emissions|CO2|MAGICC Fossil and Industrial,Mt CO2/yr,35635.2863,36041.53333,36447.78036,36854.02739,37260.27442,37666.52145,38320.67143,38974.82141,39628.97139,40283.12137,40937.27134,41591.42132,42245.5713,42899.72128,43553.87126,44208.02124,44450.38493,44692.74862,44935.11231,45177.476,45419.8397,45662.20339,45904.56708,46146.93077,46389.29446,46631.65815,46653.33288,46675.00761,46696.68234,46718.35707,46740.0318,46761.70653,46783.38126,46805.05599,46826.73072,46848.40545,46748.87062,46649.33579,46549.80097,46450.26614,46350.73131,46251.19648,46151.66165,46052.12683,45952.592,45853.05717,45638.76873,45424.48028,45210.19184,44995.90339,44781.61495,44567.32651,44353.03806,44138.74962,43924.46117,43710.17273,43139.50046,42568.82819,41998.15591,41427.48364,40856.81137,40286.1391,39715.46683,39144.79455,38574.12228,38003.45001,37333.94485,36664.43969,35994.93453,35325.42937,34655.92421,33986.41904,33316.91388,32647.40872,31977.90356,31308.3984,30560.77104,29813.14368,29065.51632,28317.88896,27570.2616,26822.63424,26075.00688,25327.37952,24579.75216,23832.1248,23673.24397,23514.36314,23355.4823,23196.60147,23037.72064,22878.83981,22719.95898,22561.07814,22402.19731,22243.31648,22084.43565,21925.55482,21766.67398,21607.79315,21448.91232,21290.03149,21131.15066,20972.26982,20813.38899,20654.50816,20495.62733,20336.7465,20177.86566,20018.98483,19860.104,19701.22317,19542.34234,19383.4615,19224.58067,19065.69984,18906.81901,18747.93818,18589.05734,18430.17651,18271.29568,18112.41485,17953.53402,17794.65318,17635.77235,17476.89152,17318.01069,17159.12986,17000.24902,16841.36819,16682.48736,16523.60653,16364.7257,16205.84486,16046.96403,15888.0832
IMAGE,rcp26,World,Emissions|CO2,Mt CO2/yr,36920.4,37060.68667,37200.97333,37341.26,37481.54667,37621.83333,36773.11,35924.38667,35075.66333,34226.94,33378.21667,32529.49333,31680.77,30832.04667,29983.32333,29134.6,28063.23667,26991.87333,25920.51,24849.14667,23777.78333,22706.42,21635.05667,20563.69333,19492.33,18420.96667,17820.69667,17220.42667,16620.15667,16019.88667,15419.61667,14819.34667,14219.07667,13618.80667,13018.53667,12418.26667,11922.38667,11426.50667,10930.62667,10434.74667,9938.866667,9442.986667,8947.106667,8451.226667,7955.346667,7459.466667,6953.283333,6447.1,5940.916667,5434.733333,4928.55,4422.366667,3916.183333,3410,2903.816667,2397.633333,2200.77,2003.906667,1807.043333,1610.18,1413.316667,1216.453333,1019.59,822.7266667,625.8633333,429,287.8333333,146.6666667,5.5,-135.6666667,-276.8333333,-418,-559.1666667,-700.3333333,-841.5,-982.6666667,-1038.216667,-1093.766667,-1149.316667,-1204.866667,-1260.416667,-1315.966667,-1371.516667,-1427.066667,-1482.616667,-1538.166667,-1613.157333,-1688.148,-1763.138667,-1838.129333,-1913.12,-1988.110667,-2063.101333,-2138.092,-2213.082667,-2288.073333,-2363.064,-2438.054667,-2513.045333,-2588.036,-2663.026667,-2738.017333,-2813.008,-2887.998667,-2962.989333,-3037.98,-3112.970667,-3187.961333,-3262.952,-3337.942667,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333
IMAGE,rcp26,World,Emissions|CO2|MAGICC AFOLU,Mt CO2/yr,3720.383333,3689.693333,3659.003333,3628.313333,3597.623333,3566.933333,3499.503333,3432.073333,3364.643333,3297.213333,3229.783333,3162.353333,3094.923333,3027.493333,2960.063333,2892.633333,2782.67,2672.706667,2562.743333,2452.78,2342.816667,2232.853333,2122.89,2012.926667,1902.963333,1793,1687.473333,1581.946667,1476.42,1370.893333,1265.366667,1159.84,1054.313333,948.7866667,843.26,737.7333333,889.5333333,1041.333333,1193.133333,1344.933333,1496.733333,1648.533333,1800.333333,1952.133333,2103.933333,2255.733333,2227.5,2199.266667,2171.033333,2142.8,2114.566667,2086.333333,2058.1,2029.866667,2001.633333,1973.4,1977.726667,1982.053333,1986.38,1990.706667,1995.033333,1999.36,2003.686667,2008.013333,2012.34,2016.666667,2035.88,2055.093333,2074.306667,2093.52,2112.733333,2131.946667,2151.16,2170.373333,2189.586667,2208.8,2175.396667,2141.993333,2108.59,2075.186667,2041.783333,2008.38,1974.976667,1941.573333,1908.17,1874.766667,1799.776,1724.785333,1649.794667,1574.804,1499.813333,1424.822667,1349.832,1274.841333,1199.850667,1124.86,1049.869333,974.8786667,899.888,824.8973333,749.9066667,674.916,599.9253333,524.9346667,449.944,374.9533333,299.9626667,224.972,149.9813333,74.99066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAGE,rcp26,World,Emissions|CO2|MAGICC Fossil and Industrial,Mt CO2/yr,33200.01667,33370.99333,33541.97,33712.94667,33883.92333,34054.9,33273.60667,32492.31333,31711.02,30929.72667,30148.43333,29367.14,28585.84667,27804.55333,27023.26,26241.96667,25280.56667,24319.16667,23357.76667,22396.36667,21434.96667,20473.56667,19512.16667,18550.76667,17589.36667,16627.96667,16133.22333,15638.48,15143.73667,14648.99333,14154.25,13659.50667,13164.76333,12670.02,12175.27667,11680.53333,11032.85333,10385.17333,9737.493333,9089.813333,8442.133333,7794.453333,7146.773333,6499.093333,5851.413333,5203.733333,4725.783333,4247.833333,3769.883333,3291.933333,2813.983333,2336.033333,1858.083333,1380.133333,902.1833333,424.2333333,223.0433333,21.85333333,-179.3366667,-380.5266667,-581.7166667,-782.9066667,-984.0966667,-1185.286667,-1386.476667,-1587.666667,-1748.046667,-1908.426667,-2068.806667,-2229.186667,-2389.566667,-2549.946667,-2710.326667,-2870.706667,-3031.086667,-3191.466667,-3213.613333,-3235.76,-3257.906667,-3280.053333,-3302.2,-3324.346667,-3346.493333,-3368.64,-3390.786667,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333,-3412.933333
IMAGE,ssp119,World,Emissions|CO2,Mt CO2/yr,39152.7263,39260.92633,39369.12636,39477.32639,39585.52642,39693.72645,38009.0809,36324.43534,34639.78979,32955.14424,31270.49868,29585.85313,27901.20758,26216.56203,24531.91647,22847.27092,21610.05271,20372.8345,19135.61629,17898.39808,16661.17987,15423.96166,14186.74345,12949.52524,11712.30703,10475.08882,9632.616094,8790.143368,7947.670641,7105.197915,6262.725189,5420.252463,4577.779737,3735.30701,2892.834284,2050.361558,1692.72757,1335.093583,977.4595955,619.825608,262.1916205,-95.442367,-453.0763545,-810.710342,-1168.34433,-1525.978317,-1821.0775,-2116.176683,-2411.275867,-2706.37505,-3001.474233,-3296.573416,-3591.672599,-3886.771783,-4181.870966,-4476.970149,-4760.151392,-5043.332635,-5326.513878,-5609.695121,-5892.876364,-6176.057607,-6459.23885,-6742.420093,-7025.601336,-7308.782579,-7634.406604,-7960.030629,-8285.654654,-8611.278679,-8936.902705,-9262.52673,-9588.150755,-9913.77478,-10239.3988,-10565.02283,-10897.4993,-11229.97577,-11562.45225,-11894.92872,-12227.40519,-12559.88166,-12892.35813,-13224.83461,-13557.31108,-13889.78755,-13842.15888,-13794.53021,-13746.90153,-13699.27286,-13651.64419,-13604.01552,-13556.38685,-13508.75817,-13461.1295,-13413.50083,-13365.87216,-13318.24349,-13270.61482,-13222.98615,-13175.35747,-13127.7288,-13080.10013,-13032.47146,-12984.84279,-12937.21412,-12889.58545,-12841.95678,-12794.3281,-12746.69943,-12699.07076,-12651.44209,-12603.81342,-12556.18474,-12508.55607,-12460.9274,-12413.29873,-12365.67006,-12318.04139,-12270.41272,-12222.78405,-12175.15537,-12127.5267,-12079.89803,-12032.26936,-11984.64069,-11706.84494,-11429.04919,-11151.25344,-10873.45768,-10595.66193,-10317.86618,-10040.07043,-9762.27468,-9484.478928,-9206.683177
IMAGE,ssp119,World,Emissions|CO2|MAGICC AFOLU,Mt CO2/yr,3517.44,3449.071496,3380.702993,3312.334489,3243.965986,3175.597482,2895.27044,2614.943398,2334.616357,2054.289315,1773.962273,1493.635231,1213.308189,932.9811476,652.6541058,372.327064,473.4592043,574.5913446,675.7234849,776.8556252,877.9877655,979.1199058,1080.252046,1181.384186,1282.516327,1383.648467,1163.77484,943.9012135,724.0275868,504.1539601,284.2803334,64.40670662,-155.4669201,-375.3405468,-595.2141736,-815.0878003,-882.6305403,-950.1732802,-1017.71602,-1085.25876,-1152.8015,-1220.34424,-1287.88698,-1355.42972,-1422.97246,-1490.5152,-1524.69155,-1558.8679,-1593.04425,-1627.2206,-1661.39695,-1695.573299,-1729.749649,-1763.925999,-1798.102349,-1832.278699,-1861.248811,-1890.218923,-1919.189035,-1948.159147,-1977.12926,-2006.099372,-2035.069484,-2064.039596,-2093.009708,-2121.97982,-2132.078104,-2142.176387,-2152.274671,-2162.372954,-2172.471238,-2182.569521,-2192.667805,-2202.766088,-2212.864372,-2222.962655,-2238.809747,-2254.656839,-2270.503931,-2286.351023,-2302.198115,-2318.045208,-2333.8923,-2349.739392,-2365.586484,-2381.433576,-2333.804905,-2286.176233,-2238.547562,-2190.91889,-2143.290219,-2095.661547,-2048.032875,-2000.404204,-1952.775532,-1905.146861,-1857.518189,-1809.889518,-1762.260846,-1714.632175,-1667.003503,-1619.374831,-1571.74616,-1524.117488,-1476.488817,-1428.860145,-1381.231474,-1333.602802,-1285.974131,-1238.345459,-1190.716788,-1143.088116,-1095.459445,-1047.830773,-1000.202102,-952.5734303,-904.9447588,-857.3160873,-809.6874157,-762.0587442,-714.4300727,-666.8014012,-619.1727297,-571.5440581,-523.9153866,-476.2867151,-428.6580436,-381.0293721,-333.4007006,-285.7720291,-238.1433576,-190.514686,-142.8860145,-95.25734302,-47.62867151,0
IMAGE,ssp119,World,Emissions|CO2|MAGICC Fossil and Industrial,Mt CO2/yr,35635.2863,35811.85483,35988.42337,36164.9919,36341.56044,36518.12897,35113.81046,33709.49195,32305.17343,30900.85492,29496.53641,28092.2179,26687.89939,25283.58087,23879.26236,22474.94385,21136.5935,19798.24315,18459.8928,17121.54245,15783.1921,14444.84175,13106.4914,11768.14105,10429.7907,9091.440353,8468.841253,7846.242154,7223.643054,6601.043955,5978.444855,5355.845756,4733.246656,4110.647557,3488.048457,2865.449358,2575.35811,2285.266863,1995.175615,1705.084368,1414.99312,1124.901873,834.8106255,544.719378,254.6281305,-35.46311702,-296.3859503,-557.3087836,-818.2316169,-1079.15445,-1340.077284,-1601.000117,-1861.92295,-2122.845783,-2383.768617,-2644.69145,-2898.902581,-3153.113712,-3407.324842,-3661.535973,-3915.747104,-4169.958235,-4424.169366,-4678.380496,-4932.591627,-5186.802758,-5502.3285,-5817.854241,-6133.379983,-6448.905724,-6764.431466,-7079.957208,-7395.482949,-7711.008691,-8026.534432,-8342.060174,-8658.689554,-8975.318933,-9291.948313,-9608.577692,-9925.207072,-10241.83645,-10558.46583,-10875.09521,-11191.72459,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11508.35397,-11278.18689,-11048.01981,-10817.85273,-10587.68565,-10357.51857,-10127.35149,-9897.184415,-9667.017336,-9436.850256,-9206.683177
IMAGE,ssp126,World,Emissions|CO2,Mt CO2/yr,39152.7263,39282.98373,39413.24115,39543.49858,39673.756,39804.01343,39297.05445,38790.09547,38283.1365,37776.17752,37269.21854,36762.25956,36255.30058,35748.34161,35241.38263,34734.42365,33911.89955,33089.37546,32266.85136,31444.32727,30621.80317,29799.27907,28976.75498,28154.23088,27331.70679,26509.18269,25654.61833,24800.05397,23945.48962,23090.92526,22236.3609,21381.79654,20527.23218,19672.66783,18818.10347,17963.53911,17219.98307,16476.42702,15732.87097,14989.31493,14245.75888,13502.20284,12758.64679,12015.09075,11271.5347,10527.97866,9922.813626,9317.648593,8712.483559,8107.318525,7502.153491,6896.988458,6291.823424,5686.65839,5081.493357,4476.328323,3700.191164,2924.054004,2147.916845,1371.779685,595.642526,-180.4946334,-956.6317928,-1732.768952,-2508.906112,-3285.043271,-3795.05724,-4305.07121,-4815.085179,-5325.099149,-5835.113118,-6345.127087,-6855.141057,-7365.155026,-7875.168996,-8385.182965,-8408.443291,-8431.703616,-8454.963941,-8478.224267,-8501.484592,-8524.744918,-8548.005244,-8571.265569,-8594.525895,-8617.78622,-8559.805505,-8501.82479,-8443.844074,-8385.863359,-8327.882644,-8269.901929,-8211.921214,-8153.940498,-8095.959783,-8037.979068,-7979.998353,-7922.017638,-7864.036922,-7806.056207,-7748.075492,-7690.094777,-7632.114062,-7574.133346,-7516.152631,-7458.171916,-7400.191201,-7342.210486,-7284.22977,-7226.249055,-7168.26834,-7110.287625,-7052.30691,-6994.326194,-6936.345479,-6878.364764,-6820.384049,-6762.403334,-6704.422618,-6646.441903,-6588.461188,-6530.480473,-6472.499758,-6414.519042,-6356.538327,-6298.557612,-6126.201888,-5953.846163,-5781.490439,-5609.134714,-5436.77899,-5264.423266,-5092.067541,-4919.711817,-4747.356092,-4575.000368
IMAGE,ssp126,World,Emissions|CO2|MAGICC AFOLU,Mt CO2/yr,3517.44,3449.617869,3381.795738,3313.973606,3246.151475,3178.329344,2879.302666,2580.275988,2281.24931,1982.222632,1683.195953,1384.169275,1085.142597,786.115919,487.0892409,188.0625628,130.4764143,72.89026586,15.30411739,-42.28203108,-99.86817955,-157.454328,-215.0404765,-272.626625,-330.2127734,-387.7989219,-524.8813284,-661.9637349,-799.0461414,-936.1285479,-1073.210954,-1210.293361,-1347.375767,-1484.458174,-1621.54058,-1758.622987,-1841.422237,-1924.221487,-2007.020737,-2089.819987,-2172.619237,-2255.418486,-2338.217736,-2421.016986,-2503.816236,-2586.615486,-2586.35078,-2586.086074,-2585.821368,-2585.556662,-2585.291956,-2585.027251,-2584.762545,-2584.497839,-2584.233133,-2583.968427,-2569.261767,-2554.555108,-2539.848448,-2525.141789,-2510.435129,-2495.72847,-2481.02181,-2466.315151,-2451.608491,-2436.901832,-2401.679709,-2366.457587,-2331.235464,-2296.013341,-2260.791219,-2225.569096,-2190.346973,-2155.12485,-2119.902728,-2084.680605,-2166.116121,-2247.551636,-2328.987151,-2410.422667,-2491.858182,-2573.293698,-2654.729214,-2736.164729,-2817.600245,-2899.03576,-2841.055045,-2783.07433,-2725.093614,-2667.112899,-2609.132184,-2551.151469,-2493.170754,-2435.190038,-2377.209323,-2319.228608,-2261.247893,-2203.267178,-2145.286462,-2087.305747,-2029.325032,-1971.344317,-1913.363602,-1855.382886,-1797.402171,-1739.421456,-1681.440741,-1623.460026,-1565.47931,-1507.498595,-1449.51788,-1391.537165,-1333.55645,-1275.575734,-1217.595019,-1159.614304,-1101.633589,-1043.652874,-985.6721584,-927.6914432,-869.710728,-811.7300128,-753.7492976,-695.7685824,-637.7878672,-579.807152,-521.8264368,-463.8457216,-405.8650064,-347.8842912,-289.903576,-231.9228608,-173.9421456,-115.9614304,-57.9807152,0
